Filename;ActivityName;Location;ReferenceProduct
01cc7122-fb14-4629-957b-ed65fcec45f0_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;KW;electricity, high voltage
01d14de6-0d13-46a3-88c3-9cbc36841d15_9e2fbebe-7357-4057-b7c6-3c4d7cfa5285.spold;uranium production, centrifuge, enriched 3.9%;NL;uranium, enriched 3.9%, per separative work unit
01d2684c-45bb-4a2f-b754-72c2ca22a703_273a97e6-6330-4400-8068-ac67da3421b6.spold;blower and heat exchange unit production, KWL 250;RER;blower and heat exchange unit, KWL 250
01d8130d-f7a3-45d3-ae21-c2423e901d11_49aa5ec0-e042-47ef-a95a-8aa6182d4c17.spold;willow production, short rotation coppice;DE;wood chips and particles, willow
01da84d3-cf36-4ff1-88cc-695a274df6b2_f9a99959-0ebf-43d7-b70a-3e311c524d7e.spold;sour gas, burned in gas turbine;NO;sour gas, burned in gas turbine
01e0c984-5334-4b4a-9088-6941354e3ac1_fcc7bd41-5fc3-47a4-bb35-9c2ab43014bb.spold;operation, liquid manure storage and processing facility;RoW;operation, liquid manure storage and processing facility
01efe063-9b8c-4fdd-8735-6e8c185fea6e_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-QH;electricity, low voltage
01f406c6-389d-43f1-b76b-6bd8005d9f03_d2aea801-6631-4070-939b-7b6d6b73bee5.spold;market for alkyd paint, white, without water, in 60% solution state;RER;alkyd paint, white, without water, in 60% solution state
01f59e65-41d8-41eb-b387-5b6e5172e404_69b3d58f-ddde-59c4-a78d-2ededd641aab.spold;market for land tenure, arable land, measured as carbon net primary productivity, forest, intensive;BR-MS;land tenure, arable land, measured as carbon net primary productivity, forest, intensive
01fcae1e-391f-4991-95c6-deb633306758_7848da46-98e4-4c33-a734-dd4ba79bdf6a.spold;photovoltaic facade installation, 3kWp, multi-Si, laminated, integrated, at building;CH;photovoltaic facade installation, 3kWp, multi-Si, laminated, integrated, at building
020196e2-d089-491a-b37f-6b7b01244aff_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, pumped storage;CA-SK;electricity, high voltage
02090459-a16f-4e18-8372-3235dd2aa418_8cfe7d7c-f0f3-410e-8bbb-b5cb3e994313.spold;furnace production, logs, average storage area, 6kW;CH;furnace, logs, average storage area, 6kW
0209f6ba-1fa1-5e61-82a1-a262c9902bd9_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;clear-cutting, primary forest to arable land, perennial crop;BR-CE;land tenure, arable land, measured as carbon net primary productivity, perennial crop
020c18e4-a90a-4fa8-a282-1951f16b4e72_30766ef3-4fdb-4156-aacc-4824c216a0cd.spold;trichloromethane production;RER;trichloromethane
021026fc-08ed-4205-8427-bfb4b18b9d77_88afd721-07ec-4910-a004-fa3fecb6bf70.spold;treatment of waste plastic, mixture, sanitary landfill;CH;waste plastic, mixture
02122aaf-80ce-4744-b81e-13c4972824a2_a987cf2b-6a25-4394-82a9-5a9b1f528856.spold;copper production, blister-copper;RoW;copper, blister-copper
021a777d-1c09-496d-82cd-30b3534a6e8e_a1a4300c-8440-4eed-8205-24042aad6df7.spold;beam, softwood, raw, kiln drying to u=20%;CA-QC;sawnwood, beam, softwood, raw, dried (u=20%)
022190a4-8392-4069-9094-a3089ee933b5_3f5f5aef-3833-43d4-8b81-44123105afd7.spold;market group for irrigation;GLO;irrigation
02234786-cdcf-4c87-ad36-8209ba3b2790_8d7c013a-5aca-44d7-8fc4-193844d2953a.spold;market for waste packaging paper;ZA;waste packaging paper
0228c8ba-cfea-4f44-918e-32535cbe9da7_fa11f755-b0fc-4b50-b3cc-6acde5908f28.spold;adhesive production, for metal;DE;adhesive, for metal
022b0a52-3526-49af-975c-d4f4617ed6d3_c1b67381-05bf-4bf0-a3a3-2b3289ac32e3.spold;rice seed production, for sowing;RoW;rice seed, for sowing
022b79dc-e309-4c2c-8dd2-b52be093be67_3c1d6702-1da8-4b97-818e-8ca011f168fa.spold;heat pump production, 30kW;RER;heat pump, 30kW
022ce09a-b896-4a42-a781-bccf29a2d6e1_2a478bad-9f24-4208-a86c-3683f9b69610.spold;market for quicklime, milled, packed;RoW;quicklime, milled, packed
0233b63b-49fc-489c-99e4-9be43da985ce_7f758dea-2473-4400-a8ed-349bc95e2deb.spold;market for papaya;GLO;papaya
0239b4d4-5edc-45db-a6f3-d6f6a51a5235_efccec02-11ea-40fb-8ca9-0d4afcff3777.spold;market for television;GLO;television
023cad20-921a-421f-b736-78e7abd80233_8812c7e1-f109-48d6-98ab-814b18493716.spold;market for used fluorescent lamp;GLO;used fluorescent lamp
0243d3a8-d7e6-43cf-98ab-06e798a8dced_32af2447-4a20-428b-8ca3-6e311de7cd26.spold;agricultural trailer production;RoW;agricultural trailer
02451852-a7f4-4c7b-aec6-0507bcec5678_3410b185-400e-4ffe-8843-c7bdc88124b9.spold;lithium hexafluorophosphate production;RoW;lithium hexafluorophosphate
02498724-81d8-466b-91df-7d922fd6af44_dcb70fd5-e305-4920-b68b-40697cc6a206.spold;treatment of waste polyethylene terephthalate, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;waste polyethylene terephthalate
02595c28-c202-4d0c-9e43-b576242b8fd3_281fc4f0-c05d-410a-a784-06e3508e78e6.spold;barley grain, feed production, Swiss integrated production;CH;barley grain, feed, Swiss integrated production
0259e1c0-54b7-439e-99d5-624602caff36_b28cfd95-443c-4abd-887d-8aec49e2b764.spold;market for waste bitumen sheet;RoW;waste bitumen sheet
025b34ae-0367-466b-a1c3-0b8b0cbc5dc2_d454e221-5f08-4259-b46b-31d0dbe595d1.spold;cement mortar production, hand-mixed, on-site;RoW;cement mortar
025bbf21-892e-49dd-adbf-82df98bb9240_58965072-1cd7-4e84-b8cf-b9b6494cce9f.spold;market for p-nitrotoluene;GLO;p-nitrotoluene
025ca8c5-27db-4bb4-a3a3-6992121dbd93_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from IN-North-eastern grid;IN-Eastern grid;electricity, high voltage
026fbcaf-3d4b-446c-b308-2a4dc29f51b2_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, oil;SPP;electricity, high voltage
026fbcaf-3d4b-446c-b308-2a4dc29f51b2_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, oil;SPP;heat, district or industrial, other than natural gas
0272a167-ec89-5ae5-8fa9-4d3ca881c38e_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;BR-PI;land use change, annual crop
027964af-6c4d-4a53-b0f6-3eaa60a832f9_79268913-1168-4440-8a23-3f92fa70d263.spold;market for deep drawing, steel, 38000 kN press, single stroke;GLO;deep drawing, steel, 38000 kN press, single stroke
027be532-5de6-4562-9d1e-cef2b2c237af_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;CN-BJ;electricity, high voltage
027c3aa9-de5a-4b0a-a41b-09d7a060c5f7_d86eb16e-0ecd-4234-9f4a-deede7b21d92.spold;market for vinasse, from fermentation of sugarcane;GLO;vinasse, from fermentation of sugarcane
0283f0bc-3033-4b8b-b899-04f63948bf61_a9f48e9a-2cea-4ef5-9d8f-90e001b4ee09.spold;strawberry seedling production, in unheated greenhouse, for planting;RoW;strawberry seedling, for planting
02845313-9cab-49bb-85e2-b9a59a4ed637_27da8130-82ba-485c-a800-b89efdcb0491.spold;treatment of municipal solid waste, open dump, moist infiltration class (300mm);GLO;municipal solid waste
028583e3-7219-4ac3-881b-794ba54f3100_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;market for land tenure, arable land, measured as carbon net primary productivity, annual crop;BR-MS;land tenure, arable land, measured as carbon net primary productivity, annual crop
0285f510-b805-4ddb-930a-b5979477a720_a4f0ee0e-89aa-4754-964c-b950034eb2a1.spold;glazing production, double, U<1.1 W/m2K;RoW;glazing, double, U<1.1 W/m2K
029b160e-5623-5523-a0dc-1ad023c738f0_4de1ac3c-15ac-5165-9c53-78dd251fdf2c.spold;2,5-dimethylhexane-2,5-dihydroperoxide production;GLO;2,5-dimethylhexane-2,5-dihydroperoxide
029ecb9c-74ab-4ffc-a0ff-1b9623485865_1d8da2ef-019e-4fc8-9e15-11bd37949f61.spold;air filter production, decentralized unit, 250 m3/h;RoW;air filter, decentralized unit, 250 m3/h
02a80d31-1276-4b9b-a2cc-c34bd97d01d5_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, <1MW turbine, onshore;CN-SD;electricity, high voltage
02acd949-86f4-4355-953b-d4c6eeba88d9_1f7bbd3e-fcd1-412d-8608-035b855ea735.spold;orange production, fresh grade;RoW;orange, fresh grade
02ae6896-fab5-4f24-9ddc-8e0bffc324a9_a71a3671-f294-46ad-8adb-885e61d6ae4e.spold;polystyrene production, general purpose;RER;polystyrene, general purpose
02b4d7ef-8f51-41b8-9ca0-1ef4b79a024c_e19538bd-7b2d-441d-9399-71679c1c194c.spold;aluminium melting furnace production;RER;aluminium melting furnace
02bbaa2f-0a44-41df-a7e2-6d880df01c67_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, conventional power plant;CZ;electricity, high voltage
02bf4803-110d-4244-945e-c9609969fd67_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, pumped storage;NPCC, US only;electricity, high voltage
02c1b5d7-ec30-51fa-9a9f-812c3d2c42f2_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, pasture, man made to perennial crop;BR-SP;land tenure, arable land, measured as carbon net primary productivity, perennial crop
02cc01f6-b60a-4fa8-a97f-2ea9a9060172_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from CD;GA;electricity, high voltage
02d0b85f-ff5d-44c8-8b60-b107c902baab_f641be92-9d7b-4880-9fcf-ab5a24ea2dad.spold;natural gas, burned in gas motor, for storage;DE;natural gas, burned in gas motor, for storage
02d199b4-e8e0-4224-b30b-31f60661bd77_17ddf1bd-c2da-49ea-8ef1-a7683ad53f1b.spold;market for display, cathode ray tube, 17 inches;GLO;display, cathode ray tube, 17 inches
02d24f83-39a5-4d34-84fb-972be32f1ec1_a760d18f-3523-499e-be13-1aea7a6a1508.spold;maintenance, intermodal shipping container, 40-foot, high-cube;GLO;maintenance, intermodal shipping container, 40-foot, high-cube
02d3931e-9628-420b-a62d-10b1acc245f0_d50f0afb-0fac-404e-80c3-2e9c0daee651.spold;market for rainwater mineral oil storage;CH;rainwater mineral oil storage
02d6831f-e877-4e37-8799-22c374db7b8a_c5246dbb-0abd-4bee-8dda-d52a1b202322.spold;steel production, chromium steel 18/8, hot rolled;RoW;steel, chromium steel 18/8, hot rolled
02da9ddf-b787-4466-a86a-a1b0fe814627_80df7587-0686-45b1-af7c-38ee267c2525.spold;market for rape seed, organic;GLO;rape seed, organic
02dc47ea-0241-4021-814e-802a7e2f66fa_cf52c0fe-72b3-4f42-a475-16a5b2a6f850.spold;combine harvesting;RoW;combine harvesting
02dc88dd-27c9-4638-a46b-0dbb5a1ac3da_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, reservoir, alpine region;RoW;electricity, high voltage
02dd8e94-5cef-49f1-825c-bd1e3e2313b6_b1f74287-042b-4171-b90c-b1eb5739f30d.spold;concrete production, 35MPa, ready-mix, with cement blast furnace slag 6-34%;BR;concrete, 35MPa
02e054fe-a542-437c-8c27-9754648d94ca_eb6005d7-b85d-4bb5-b509-c37cba6cfede.spold;market for basic oxygen furnace waste;GLO;basic oxygen furnace waste
02e5c569-b3f6-4ada-87fa-1fdaa0a798cc_38dfe915-58e3-4ca4-921f-e6dfcf82c84f.spold;gypsum plasterboard production;RoW;gypsum plasterboard
02e72cd4-aa98-4176-b577-96ff4da12ce4_692b4f7e-9e79-4f69-b22f-b66f68f2f9cc.spold;rye production, organic;RoW;straw, organic
02e72cd4-aa98-4176-b577-96ff4da12ce4_ea995b09-8d6d-4c53-bdcb-c57a88ec4019.spold;rye production, organic;RoW;rye grain, organic
02e9699d-b527-5649-88b0-6fa5f14f99e1_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;BR-RN;land tenure, arable land, measured as carbon net primary productivity, perennial crop
02ea65ac-f5b3-447f-9956-8a4bd99f4d7b_03bf1369-1eec-49d0-bc4b-8b29efa826b9.spold;market for transport, freight, lorry 3.5-7.5 metric ton, EURO4;RER;transport, freight, lorry 3.5-7.5 metric ton, EURO4
02eda703-fb0c-4ecc-b583-4e6c717e8bc5_11bd64cc-4415-44e4-8cf0-edde6adc6b46.spold;market for 2-methyl-2-butanol;GLO;2-methyl-2-butanol
02f40ffc-8436-4765-bf03-1297afb6ec1d_2c9486c9-1fc4-4535-a296-cd8f3bc0e1cd.spold;bark chips production, softwood, at sawmill;RoW;bark
02f40ffc-8436-4765-bf03-1297afb6ec1d_6d2c81d0-5546-4bc3-a4f4-3e88606d539d.spold;bark chips production, softwood, at sawmill;RoW;bark chips, wet, measured as dry mass
02f6f98c-12fd-4fe0-9a71-db10e4cf49ad_80c1687a-d027-48da-b3d1-7181dd58beed.spold;heat and power co-generation unit construction, 6400kW thermal, common components for heat+electricity;CH;heat and power co-generation unit, 6400kW thermal, common components for heat+electricity
02fce767-1d23-488c-ab00-bf58090abc62_e24020e6-18f0-48b4-bd1c-01e875da42e9.spold;market for concrete, 30-32MPa;RoW;concrete, 30-32MPa
030188f9-4608-4c00-93f4-79b7dbb6aeeb_220a83de-4afd-41d6-b9cf-58c839614e5b.spold;steel drilling, computer numerical controlled;RoW;steel removed by drilling, computer numerical controlled
031178a3-2f51-4080-8906-be7f39b63df1_e1b213d0-3e18-470d-845b-8b336dd4950f.spold;market for hard coal briquettes;RoW;hard coal briquettes
03117cb0-4841-4e09-a170-fb29cb488bb8_adec03fd-9391-4604-8d30-1d1109b1d6e2.spold;cable yarder production, truck-mounted;GLO;mobile cable yarder, truck-mounted, incl. processor
031297eb-8492-43d0-aefe-e1d2a7ff53ea_1f7bbd3e-fcd1-412d-8608-035b855ea735.spold;market for orange, fresh grade;GLO;orange, fresh grade
0314d316-643d-493f-b9b2-a185b8a03df9_aa2a40b9-2752-4ecb-a5ed-901f0aa19797.spold;gold mine operation and gold production, unrefined;RoW;gold, unrefined
031d844f-a406-45eb-831e-a18490cb4d56_abe39906-f4b7-447d-a8cb-1d7ab01add84.spold;cast iron drilling, conventional;RoW;cast iron removed by drilling, conventional
03293511-0927-45bb-aae4-33a930ec2963_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;RoW;electricity, high voltage
03293511-0927-45bb-aae4-33a930ec2963_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;RoW;heat, central or small-scale, other than natural gas
0330802f-cecc-4fbe-89d3-045fe70b4601_d51e5a32-c20a-4da6-8d58-31f344b50c00.spold;market for waste graphical paper;HU;waste graphical paper
0337825e-9f01-4ffa-94fb-80568c1edb8b_c5adb1fb-872e-4446-a3bb-c4b61aa4bd45.spold;market for tap water;PE;tap water
033b3fc5-7c8a-4b9c-ad50-a6d0afcd159a_5220eeec-91ed-43ee-99f0-3b29708705e2.spold;market for trifluoroacetic acid;RER;trifluoroacetic acid
033d3a16-81f3-4266-b1d8-efb092e46ae3_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, oil;AT;electricity, high voltage
033ddf37-8e9e-4d1d-b1cd-be1eabca2296_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;TZ;electricity, low voltage
03436a3c-cf74-4e7b-acfe-4ffe3745432a_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;natural gas, high pressure, import from NL;PL;natural gas, high pressure
034a337d-280c-4acc-8321-3317c74f6a8d_1125e767-7b5d-442e-81d6-9b0d3e1919ac.spold;heat and power co-generation, natural gas, conventional power plant, 100MW electrical;IR;heat, district or industrial, natural gas
034a337d-280c-4acc-8321-3317c74f6a8d_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, natural gas, conventional power plant, 100MW electrical;IR;electricity, high voltage
0350e0ac-fff9-476a-b478-877ab1f4a7a2_026c1068-871f-57e5-8fda-30d989615214.spold;container production, for collection of post-consumer waste plastic for recycling;CH;container, for collection of post-consumer waste plastic for recycling
0350e0ac-fff9-476a-b478-877ab1f4a7a2_d7432632-40dc-4af8-8125-cb70dd9742c5.spold;container production, for collection of post-consumer waste plastic for recycling;CH;iron scrap, unsorted
035b837b-7d93-4a38-8858-991f1173d98d_40f4e275-e29b-421e-a855-2b22c4082407.spold;wooden board factory construction, cement bonded boards;RER;wooden board factory, cement bonded boards
035d5b22-9df3-40ae-adb0-72857c6bd59a_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, >3MW turbine, onshore;SE;electricity, high voltage
036778e0-3680-449f-8179-19ec01960c11_199596a7-3977-4402-8c43-7e3aafa1b205.spold;market for used trawler, steel;GLO;used trawler, steel
036e32be-2150-4e05-b2b4-68c9d3bb05fc_87967b5e-0e94-44b6-b9e0-328c747bd329.spold;heat and power co-generation unit construction, 200kW electrical, diesel SCR, components for heat only;RER;heat and power co-generation unit, 200kW electrical, diesel SCR, components for heat only
03705585-9981-4397-9978-de3512ee4a6b_af6ea19f-be19-49fb-ad31-129d4e761a3a.spold;packaging glass production, brown;RER w/o CH+DE;packaging glass, brown
03705e20-ba4a-42a8-a0d3-99bd9ee9178d_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;GE;electricity, medium voltage
037af685-9614-4f0b-8570-000f1769538e_1cfa7874-cef3-4ea2-9f13-b1b0c8dacc45.spold;wheat seed production, organic, for sowing;CH;wheat seed, organic, for sowing
037cc3cf-664f-4f77-9127-15dc61caf524_515dd20c-c5ae-4beb-a5f8-0b67918c28d6.spold;mine construction, gold;US;mine infrastructure, gold
038b7cb3-34c0-40da-b87d-4e05d24ad645_27ceda8d-f3ba-4093-8c65-36c7d507c1d3.spold;silicon production, single crystal, Czochralski process, photovoltaics;RER;silicon, single crystal, Czochralski process, photovoltaics
038e1123-d132-4018-90ff-743f3380b63b_703d4093-582b-40f5-9ff6-58d533120fec.spold;market for lorry, 28 metric ton;GLO;lorry, 28 metric ton
038e5604-8403-42e3-bb3b-c8ea7b495f2e_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, reservoir, non-alpine region;SE;electricity, high voltage
0392e823-5853-447d-8dc1-bfa00d2e7ead_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;market for electricity, medium voltage;RFC;electricity, medium voltage
039d9fce-0331-49e0-8522-e39ff3f65b0a_3728ce01-009e-4b64-94d4-3c3e9fabf888.spold;market for waste cement in concrete and mortar;CH;waste cement in concrete and mortar
03a0f0e0-fcc0-44af-9eff-ff806475398a_775234b1-0e93-4cdb-9cd2-db60577e1a5a.spold;solar collector system installation, evacuated tube collector, one-family house, combined system;RoW;solar collector system, with evacuated tube collector, one-family house, combined system
03a7130d-65a8-433d-a746-a8144ce80b8b_9087eb5f-4662-4cb1-a524-f5cb80b1238a.spold;welding, arc, aluminium;CA-QC;welding, arc, aluminium
03b18283-106a-4327-8220-28dece525374_9cdb112b-0d90-4d76-9cec-412b0c67d8bb.spold;treatment of waste polyurethane, sanitary landfill;RoW;waste polyurethane
03b31997-d355-4280-95d5-6a12a19fe8e5_d51e5a32-c20a-4da6-8d58-31f344b50c00.spold;market for waste graphical paper;SI;waste graphical paper
03bc8ddd-a429-4533-9b59-1a7dae456157_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;MK;electricity, high voltage
03be6fa7-0a9f-47eb-90b1-53f7fb418b44_b0176c67-5bc0-462a-8466-4f372f446f7c.spold;market for waste polystyrene;FR;waste polystyrene
03cfdd46-3572-4d93-b74e-94c5cba26fc0_bf0425ee-99c2-488e-9056-3495e9f4e9cb.spold;market for deep well, drilled, for geothermal power;GLO;deep well, drilled, for geothermal power
03d03067-29db-471c-896f-d104c173497e_7e9077e8-7bbc-44c4-9759-62526ff34d47.spold;concrete production, 20MPa, self-construction, with cement, alternative constituents 45%;RoW;concrete, 20MPa
03d6915a-f7ac-45bb-a5f4-a3c7c36bd985_65473246-4906-4a91-838b-6ce5cc8a1a56.spold;market for wood cladding, softwood;GLO;wood cladding, softwood
03d7362c-eef8-41e4-9876-bfce736f40ac_bf0425ee-99c2-488e-9056-3495e9f4e9cb.spold;deep well drilling, for deep geothermal power;TH;deep well, drilled, for geothermal power
03d87636-3758-4b5f-9da7-fa5bd1d95e75_85086b85-ef0a-55c6-be1f-66e45e7aeaaa.spold;market for land use change, pasture, man made;BR-RR;land use change, pasture, man made
03dff245-8cdd-4119-9cfb-61e09cc2bbd7_417c60d9-6bb9-4362-976c-4a70d25a46aa.spold;market for uranium, enriched 4.2%, per separative work unit;GLO;uranium, enriched 4.2%, per separative work unit
03e5e1e5-a93f-4d7e-9f3c-bcb3e34f6190_86e1bf02-e86a-479b-9051-710271dbd745.spold;methyl ethyl ketone production;RoW;methyl ethyl ketone
