Filename;ActivityName;Location;ReferenceProduct
bb270de5-b080-4d0e-af8a-92fd9811865b_c35d04b9-fc6e-4033-9144-af61a3c68526.spold;market for pyridine;GLO;pyridine
bb272274-5df3-4ac9-aa24-7c79e28693f0_7bd34016-89a6-40b4-92c8-98837a8a88ae.spold;blast oxygen furnace converter production;RoW;blast oxygen furnace converter
bb2ee649-7341-4a9c-99da-f52fdf1bc4b0_dae141a8-7daa-4f03-a649-b85b718ac65b.spold;market for waste glass;SK;waste glass
bb37a542-d6d5-4a0e-b191-f59cfa334b12_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from SK;HU;electricity, high voltage
bb3a56b9-d3cf-43fa-8f14-25a4e6577215_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;CZ;electricity, high voltage
bb3abe7b-f8ec-4d15-bd77-987f402cdee1_a61ed368-841d-4e2d-be53-42192b16476f.spold;market for fibreboard, soft, without adhesives;GLO;fibreboard, soft, without adhesives
bb4235a4-592d-4ed4-b8f6-9a49391ab262_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, <1MW turbine, onshore;GB;electricity, high voltage
bb46146a-9940-409a-ba11-e7b4a7b90fef_78a89eea-d172-4c76-b7fb-727af1e394a4.spold;land use change, paddy rice;IN;land use change, paddy rice
bb4c13b2-90eb-4095-8e43-618c9834ca15_c9f27fe6-00f7-42f7-90db-d8248505815c.spold;heat storage production, 2000l;RoW;heat storage, 2000l
bb55db00-ac7b-4109-a5c6-be7aad387f52_325592d0-d9d7-4d62-8cb4-b58761da37d7.spold;laser machining, metal, with YAG-laser, 50W power;CA-QC;laser machining, metal, with YAG-laser, 50W power
bb56c087-4ae9-483a-bb2f-9fef95afc3b9_6fa1844e-cf02-4c04-b543-666653211d38.spold;hake, capture by long liner and landing whole, fresh;RER;landed hake, fresh
bb56c087-4ae9-483a-bb2f-9fef95afc3b9_cdbf0bef-39f7-46c8-87a2-3f9f679b5bb7.spold;hake, capture by long liner and landing whole, fresh;RER;demersal fish, fresh
bb66457d-5233-4b8b-8a98-7434cc654d49_33bbc294-1d8e-46cf-acb8-2c8b409f685c.spold;market for transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO5, R134a refrigerant, freezing;GLO;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO5, R134a refrigerant, freezing
bb6a3936-2af7-4c88-a880-418bc58e5974_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;HK;electricity, medium voltage
bb6acb00-1f8a-4701-9265-a6343a48a488_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;natural gas, burned in gas turbine, for compressor station;CA-QC;electricity, medium voltage
bb710e82-ac5e-40e8-bbe0-6e9e1d82753e_8397cd58-0950-4853-ba0e-97ad2a279edb.spold;charcoal production;GLO;charcoal
bb7551b1-8740-5076-b99e-fbd796958b51_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;clear-cutting, grassland to arable land, perennial crop;BR-MG;land tenure, arable land, measured as carbon net primary productivity, perennial crop
bb767565-8754-41ba-9b35-f2a46fc5b83e_7225e2a6-7fd6-40e2-b341-f097b027d119.spold;application of plant protection product, by field sprayer;ZA;application of plant protection product, by field sprayer
bb7748b9-7b04-4f36-a1b8-4030d7b2d2ee_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;CN-YN;electricity, high voltage
bb7cb26c-1b40-4039-8fa9-272d157aa45b_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hard coal;CN-FJ;electricity, high voltage
bb7f378d-a2d8-4e89-a358-ee3d55eb083d_b80e26ff-c7bf-4c73-be42-6c29d2eac69c.spold;market for spray-drying of milk;GLO;spray-drying of milk
bb84f006-5204-42b6-8981-70f2a74e8e90_a7abd72a-4d9c-4f99-abfc-3de79d425a96.spold;treatment of wood ash mixture, pure, sanitary landfill;Europe without Switzerland;wood ash mixture, pure
bb852528-567f-45c9-9dc4-214d4c58e1d6_5357a067-f798-46fb-97b0-fa18f723341b.spold;treatment of waste reinforced concrete, collection for final disposal;Europe without Switzerland;waste reinforced concrete
bb879efa-2500-48c7-8e7a-39805360266e_0992e479-07eb-4837-8aa3-d4411f675dad.spold;market for chlorine, gaseous;RER;chlorine, gaseous
bb895275-23e7-4c64-ba02-4d2aa96dd53b_7ec7cfb0-fca4-46aa-80c8-d8d2b674cd60.spold;thermo-mechanical pulp production;RoW;thermo-mechanical pulp
bb8c723b-0713-4f7d-971f-d1b2118f422a_eb8fd188-240c-4b62-9b24-0265599b8d95.spold;market for alfalfa-grass silage;GLO;alfalfa-grass silage
bb8ed96b-8b9b-4d06-be65-f30c157899b8_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from NL;GB;electricity, high voltage
bb8fdc3e-1775-4d51-addf-c2d232339e3b_d51e5a32-c20a-4da6-8d58-31f344b50c00.spold;market for waste graphical paper;BR;waste graphical paper
bb900082-313d-5ca2-bdec-15f8ed8cb75e_69b3d58f-ddde-59c4-a78d-2ededd641aab.spold;clear-cutting, grassland to arable land, forest, intensive;BR-PI;land tenure, arable land, measured as carbon net primary productivity, forest, intensive
bb95f649-2c71-468d-b3c3-8f81a9f4155d_9cdb112b-0d90-4d76-9cec-412b0c67d8bb.spold;market for waste polyurethane;NO;waste polyurethane
bb980445-ab00-4ede-b9c7-1cb258fc1896_bab7524a-43df-40ff-ab5b-2a318758273d.spold;triazine-compound production, unspecified;RER;triazine-compound, unspecified
bb9bae5b-9e46-44e0-8618-5fbde09dddbb_b685192a-e033-421e-9074-8fe7cb176046.spold;polyethylene production, high density, granulate;RER;polyethylene, high density, granulate
bb9de6b8-d1aa-47e1-8e6d-54493f99cde7_1b269b5c-9561-4809-b905-ec321866f3ce.spold;market for operation, computer, desktop, with cathode ray tube display, active mode;GLO;operation, computer, desktop, with cathode ray tube display, active mode
bba328a8-57b8-417f-a9b0-155557a93b1d_d2392ff7-520d-42d6-8444-d792ffea296e.spold;wind turbine network connection construction, 2MW, onshore;RoW;wind turbine network connection, 2MW, onshore
bba855f9-53fe-475f-b60d-ff2e82fdc2f5_61396bcb-bf35-411a-a6a6-8543ccef83e8.spold;market for sodium hydroxide, without water, in 50% solution state;GLO;sodium hydroxide, without water, in 50% solution state
bbb51615-19f1-4c27-b85f-abfa119d1ed7_63bf19bc-8cbc-4d14-906e-abfa110dbb5f.spold;treatment of sulfidic tailings, from gold mine operation, tailings impoundment;BR;sulfidic tailings, from gold mine operation
bbb5c227-8513-4ee5-bf1d-8eea4da12453_dc43fac4-63b8-4abf-9b88-091c34ec129b.spold;cathode production, LiMn2O4, for lithium-ion battery;RoW;cathode, LiMn2O4, for lithium-ion battery
bbbae919-cce6-485b-82b2-daed069893f3_bab2d2e5-e35f-4264-82ff-7d8e6dc222c1.spold;market for bale loading;GLO;bale loading
bbbf4dc4-a1ff-4dbe-86ab-e0185f07adac_2044879b-7d88-43d4-8525-8cb0a9ba62b7.spold;market for rolling mill;GLO;rolling mill
bbc11ae1-8548-48f4-bd63-a4c91b9b0bc4_e6f8dc95-a570-4a09-91cf-47c046e669e9.spold;transport, passenger car, small size, diesel, EURO 5;RoW;transport, passenger car, small size, diesel, EURO 5
bbc666a2-c47b-4869-bda3-b66e59842c0c_c7b1f264-abe2-47c4-8fcf-db3229228485.spold;market for wheat flour;ZA;wheat flour
bbc7a0bf-0c7f-4709-9d80-df30d0f8ba28_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 570kWp open ground installation, multi-Si;RoW;electricity, low voltage
bbcb47c4-67c7-4702-bfcd-13d6ef059fdb_d349d8a1-79fb-433e-8bf4-64fbda6f657a.spold;market for carbon monoxide;RoW;carbon monoxide
bbcd4243-22dc-4e09-9df3-e85fdb0a956b_220a83de-4afd-41d6-b9cf-58c839614e5b.spold;steel drilling, computer numerical controlled;RER;steel removed by drilling, computer numerical controlled
bbd13afb-ee8b-4c8e-b170-eeb9fba75c5b_6b08f3b4-b76f-48b2-b73c-a115f1d14357.spold;seawater reverse osmosis module production, 8-inch spiral wound, baseline;GLO;seawater reverse osmosis module
bbd93f7a-eb0e-45ae-8efd-6603774b52fc_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, conventional power plant;CN-HE;electricity, high voltage
bbd97294-b0e7-45d4-a2e0-cc070d1483b5_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, lignite;GR;electricity, high voltage
bbe38a1b-739e-493d-871f-4d043c47e2ae_afa2d64e-2106-4ed7-a40f-9145c88425a5.spold;helium purification;GLO;helium
bbe5bac0-6e9c-4dca-9848-088a57c7a459_0a3a87a4-d431-4a83-a811-8eca3e1919f0.spold;ion-exchanger production for water treatment;RoW;ion-exchanger for water treatment
bbe5e1c6-c5cb-47c3-9e56-7af97565e8c2_d0ecfe06-9a51-4bf0-95c5-7e91e84539bb.spold;market for lignite ash;CH;lignite ash
bbe66370-00dd-4f8b-8b04-91efbb582fd0_d69294d7-8d64-4915-a896-9996a014c410.spold;market for electricity, low voltage;BR-Northern grid;electricity, low voltage
bbee156e-ccc1-44e2-be20-920634e780f3_4fcfb407-7879-42ad-9582-ab3fbfe5af10.spold;market for electricity, medium voltage, aluminium industry;IAI Area, Africa;electricity, medium voltage, aluminium industry
bbfea025-e703-4f20-864e-322088c48265_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, pumped storage;CA-MB;electricity, high voltage
bc019883-8419-4b0a-b74b-55498e069bab_b2c93044-6228-4950-833f-230346726d61.spold;market for heat transport fluid system, solar thermal parabolic trough, 50 MW;GLO;heat transport fluid system, solar thermal parabolic trough, 50 MW
bc033316-4bd5-4798-ae56-7d6a9f3c05a3_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 570kWp open ground installation, multi-Si;CA-MB;electricity, low voltage
bc05e2a7-b7be-43f3-b2ed-81518edc4d22_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 570kWp open ground installation, multi-Si;JP;electricity, low voltage
bc05f7b6-bd6c-484e-9595-2804dfc2223d_635a8fd4-8fd6-45af-b419-ec145a9f4579.spold;dimethenamide production;RER;dimethenamide
bc060361-9d2e-40b3-9cc7-3c3eb6803a50_14ae7ab5-cdbe-44c4-bab6-2532ca77890f.spold;market for sodium tripolyphosphate;GLO;sodium tripolyphosphate
bc0996f5-f907-4156-a9cd-e39e94dc992a_00478901-732f-4bf4-81cc-2255f9874512.spold;treatment of waste polypropylene, open dump, wet infiltration class (500mm);GLO;waste polypropylene
bc0b2293-f641-4731-b431-5ae279f71604_c5adb1fb-872e-4446-a3bb-c4b61aa4bd45.spold;tap water production, conventional with biological treatment;CH;tap water
bc0fee8d-2f29-46ee-ba02-1171547ac117_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;market group for natural gas, high pressure;Europe without Switzerland;natural gas, high pressure
bc1b1643-f13b-4256-a0e0-657dbdf9efa9_c5adb1fb-872e-4446-a3bb-c4b61aa4bd45.spold;tap water production, underground water without treatment;RoW;tap water
bc2207e5-8301-4078-9677-a4a8cd2d1131_ca213807-7c00-4537-ac8c-23d39d0f2bd5.spold;corrugated board box production;CA-QC;corrugated board box
bc2207e5-8301-4078-9677-a4a8cd2d1131_fd27af60-7b68-4549-bf35-022eacd74f93.spold;corrugated board box production;CA-QC;waste paperboard, sorted
bc223990-b006-457b-96b3-af24696b99f7_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, combined cycle power plant;CN-GD;electricity, high voltage
bc226d82-06d3-450f-a3ce-3fa3968f3f4a_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;KG;electricity, low voltage
bc2a8166-cb0e-4afe-aa76-f71e5b7b2a48_7513d2f5-d7ee-497b-971b-a5ad34ab5c83.spold;treatment of waste rubber, unspecified, municipal incineration;CH;waste rubber, unspecified
bc2fa68b-21c4-4a4a-bb6d-fbd90ddeafac_812ae2cf-86f0-58bc-a825-fcc7c4ecc80d.spold;market for dodecanol;GLO;dodecanol
bc34038b-50fd-4448-bef8-db5d2048a1e6_81f4caa3-a1f7-4c01-95ff-4c2d38357e66.spold;concrete slab;IN;concrete slab
bc34acff-7337-40b0-98d8-12887135df38_3f524de5-f167-4d4f-bd15-5283160f67ac.spold;market for waste, from silicon wafer production, inorganic;GLO;waste, from silicon wafer production, inorganic
bc35b4ae-f8ff-4d6b-b9f2-c6a266569dae_4495d57c-84f9-48e3-bb76-15ebc2b61d51.spold;paper production, newsprint, virgin;RoW;paper, newsprint
bc38cd83-3eb9-44ce-8391-3099e193fd1c_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;RS;electricity, high voltage
bc38cd83-3eb9-44ce-8391-3099e193fd1c_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;RS;heat, central or small-scale, other than natural gas
bc3e7c1b-e3bd-4e11-a2bd-ddf1537caef8_f7115764-80ce-425e-9f80-5f034aac4c60.spold;market for operation, internet access equipment;GLO;operation, internet access equipment
bc4180bb-429b-4a5f-8683-ecef016b2f0d_009fee5f-7288-4ff4-bb41-343a6d532774.spold;textile production, jute, weaving;RoW;textile, jute
bc44578c-d744-5965-97b9-a9c335bf083f_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;BR-RO;land tenure, arable land, measured as carbon net primary productivity, perennial crop
bc48bf03-94bf-45f4-a627-8071afd7ba30_e8a51ec1-60cb-4ead-a948-ad1142c61918.spold;market for wastewater, average;RoW;wastewater, average
bc4dbd97-c90f-44b3-be33-fd2ea7542388_155158d0-d566-487e-bfae-fff465d5dc52.spold;potato production;IN;potato
bc51216b-1b48-4795-8d81-8ff9e632d0d1_cd76f468-9b44-410f-a4e1-908b90e7bd81.spold;market for methanol, from biomass;CH;methanol, from biomass
bc679955-2e29-4b79-9508-7d8fa4b06013_637ee275-a239-4dcb-b084-abfa110dd65b.spold;market for electricity, for reuse in municipal waste incineration only;LU;electricity, for reuse in municipal waste incineration only
bc6c95c5-889e-4f2f-a53c-c881ae54b267_9a121150-8fa3-4f58-b621-41e64424a5dc.spold;market for burnt shale;GLO;burnt shale
bc769283-6477-433e-9104-25e9f9cc8068_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;market for land tenure, arable land, measured as carbon net primary productivity, annual crop;NZ;land tenure, arable land, measured as carbon net primary productivity, annual crop
bc7bacee-3898-4086-95ec-335725784f41_359d6943-6e60-416b-93dc-9c58398b0179.spold;propylene production, pipeline system;RoW;propylene, pipeline system
bc7ce747-f089-43fd-9035-7b28264a9f23_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;market for land tenure, arable land, measured as carbon net primary productivity, annual crop;BR-AL;land tenure, arable land, measured as carbon net primary productivity, annual crop
bc8a6af4-a306-4250-82e4-8fef89f48f04_70caf413-93ee-4843-90ba-4c2f76373d04.spold;market for fluorine, liquid;RER;fluorine, liquid
bc922568-88b5-52c7-8db9-7ecdc90ef16a_833ce149-4770-47bc-bff0-abfa11620608.spold;market for sulfidic tailings, from zinc-lead mine operation;CN;sulfidic tailings, from zinc-lead mine operation
bc9251be-4d59-43d8-8f94-5b0444645eb6_aeb1ebef-7095-4956-91da-8c4017df556d.spold;solid manure loading and spreading, by hydraulic loader and spreader;RoW;solid manure loading and spreading, by hydraulic loader and spreader
bc96ad08-990c-4548-aac1-2a6fed83f272_c1124b0d-32c9-42f4-a123-b48e6ebd2dc5.spold;market for fuel cell, stack solid oxide, 125kW electrical, future;GLO;fuel cell, stack solid oxide, 125kW electrical, future
bc995bcb-b149-4dca-aee3-e29afe162f11_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;natural gas, high pressure, import from RU;IT;natural gas, high pressure
bc9d5fa4-ba67-441d-8a56-1a13211cab38_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, nuclear, pressure water reactor;MRO, US only;electricity, high voltage
bca0c5e3-dd2d-4062-a2bc-5b4241f30605_e8a51ec1-60cb-4ead-a948-ad1142c61918.spold;treatment of wastewater, average, capacity 1.6E8l/year;CH;wastewater, average
bca3ecef-ff3a-4451-bd11-852e71136c29_66c93e71-f32b-4591-901c-55395db5c132.spold;market group for electricity, high voltage;RAS;electricity, high voltage
bca4bb99-b47b-4119-94e0-fe64708034d4_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;NPCC, US only;electricity, low voltage
bca5d36a-1dd7-4c3b-9b3f-191892392bfb_f5707bdf-f7e2-479b-b3ea-99c04de8a927.spold;nutrient supply from calcium nitrate;GLO;nitrogen fertiliser, as N
bcab7de9-bf68-435e-a79b-dd8628e6f7e3_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-XJ;electricity, low voltage
bcaef520-6cf5-4b2a-8b58-671773180ba2_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;SI;electricity, medium voltage
bcb09bf1-5b67-4270-a454-4b24d8f81dfd_b419e26a-249f-4286-a6f8-188e7dfba951.spold;titanium dioxide production, sulfate process;RoW;titanium dioxide
bcb5a646-c26d-4501-8652-aaa7b4224fa9_e7a17355-8575-4be4-8c51-85e38b19b3f3.spold;market for pitch;Europe without Switzerland;pitch
bcc21b1a-66b3-4c24-bb8c-90bede01a4db_d5c99e46-7caa-4a97-b29d-9ceffdec1e75.spold;chlorosulfonic acid production;RoW;chlorosulfonic acid
bcce926f-467a-4e6e-bb46-acc1a73f0095_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;CA-NS;electricity, high voltage
bcce926f-467a-4e6e-bb46-acc1a73f0095_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;CA-NS;heat, district or industrial, other than natural gas
bccf3768-ae1a-47d6-8c94-687edf85941e_06624de7-a966-4d42-a3d6-3a81132363f8.spold;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO4, R134a refrigerant, cooling;GLO;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO4, R134a refrigerant, cooling
bcd6b49b-490c-4556-801a-c1f3a4eca0af_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;clear-cutting, secondary forest to arable land, perennial crop;PH;land tenure, arable land, measured as carbon net primary productivity, perennial crop
bcdf1355-9584-42a0-8485-801e3943e417_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;market for electricity, medium voltage;SY;electricity, medium voltage
bcdff07e-ffc6-4708-a4ca-cebac2f8a067_acb2a59b-ce48-43b9-8d27-31fbd5030e70.spold;ferrochromium production, high carbon, 55% Cr;ZA;ferrochromium, high carbon, 55% Cr
bce8df95-2a0b-4467-92fe-e26108eafb77_af00b3db-bc03-4529-97b2-0c5240e27225.spold;treatment of dust, alloyed electric arc furnace steel, residual material landfill;CH;dust, alloyed electric arc furnace steel
bce9443f-31b2-49b6-99e9-5c3748ecdf0e_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;CA-NS;electricity, high voltage
bceab4e1-f7f2-41ba-8efc-7a67904081e9_6bdc51d3-de17-403f-9fb7-4664b1708a5e.spold;market for synthetic gas factory;GLO;synthetic gas factory
bced287e-072b-43d6-9b88-b7aff998184f_f8257971-f691-4192-a882-9b923df961d8.spold;polymethyl methacrylate production, sheet;RER;polymethyl methacrylate, sheet
bcef0b7e-7208-4d86-ae29-07752b61d290_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, oil;AU;electricity, high voltage
bcf655d3-794d-4cd2-941c-2674a4200774_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from BA;ME;electricity, high voltage
bcf85b55-b1ad-47d4-83a2-1961ea076b32_8931016e-3e07-5c9a-91a6-cd85b90a2aaa.spold;market for land tenure, arable land, measured as carbon net primary productivity, pasture, man made;BR-MA;land tenure, arable land, measured as carbon net primary productivity, pasture, man made
bcfafea7-9dc6-4e6d-b529-cfdd39d55db9_7afb71aa-116b-48d0-9f41-64ef1c95c831.spold;ventilation system production, central, 1 x 720 m3/h, polyethylene ducts, with earth tube heat exchanger;CH;ventilation system, central, 1 x 720 m3/h, polyethylene ducts, with earth tube heat exchanger
bcfbbda1-2d73-4881-977b-9ccedf260e07_a12a26ca-7adf-4ea0-83be-05fdc3c7fc33.spold;titanium production, primary;GLO;titanium, primary
bcfdc8f4-dafd-4409-b264-26ab030d3f2e_dcb70fd5-e305-4920-b68b-40697cc6a206.spold;market for waste polyethylene terephthalate;BE;waste polyethylene terephthalate
